Gene stable ID	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158062	UBXN11	26281328	26318363	1
ENSG00000158615	PPP1R15B	204396492	204411887	1
ENSG00000158615	PPP1R15B	204396492	204411887	1
ENSG00000158615	PPP1R15B	204396492	204411887	1
ENSG00000158615	PPP1R15B	204396492	204411887	1
ENSG00000158615	PPP1R15B	204396492	204411887	1
ENSG00000143006	DMRTB1	53459399	53467488	1
ENSG00000143006	DMRTB1	53459399	53467488	1
ENSG00000174332	GLIS1	53506237	53739164	1
ENSG00000174332	GLIS1	53506237	53739164	1
ENSG00000058804	NDC1	53765478	53838463	1
ENSG00000058804	NDC1	53765478	53838463	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000182901	RGS7	240767636	241357374	1
ENSG00000188822	CNR2	23870515	23913362	1
ENSG00000189266	PNRC2	23956839	23963462	1
ENSG00000189266	PNRC2	23956839	23963462	1
ENSG00000189266	PNRC2	23956839	23963462	1
ENSG00000189266	PNRC2	23956839	23963462	1
ENSG00000189266	PNRC2	23956839	23963462	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000188529	SRSF10	23964347	23980927	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000158055	GRHL3	24199558	24364482	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000010165	METTL13	171781660	171814023	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000197959	DNM3	171817887	172418466	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000135845	PIGC	172370189	172444086	1
ENSG00000180999	C1orf105	172420685	172468831	1
ENSG00000180999	C1orf105	172420685	172468831	1
ENSG00000180999	C1orf105	172420685	172468831	1
ENSG00000180999	C1orf105	172420685	172468831	1
ENSG00000180999	C1orf105	172420685	172468831	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000203666	EFCAB2	244969682	245127164	1
ENSG00000168148	H3-4	228424845	228425360	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198691	ABCA4	93992834	94121148	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000198625	MDM4	204516379	204558120	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000085433	WDR47	108970214	109042113	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000143811	PYCR2	225919877	225924340	1
ENSG00000117090	SLAMF1	160608106	160647044	1
ENSG00000117090	SLAMF1	160608106	160647044	1
ENSG00000117090	SLAMF1	160608106	160647044	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000078618	NRDC	51789191	51878805	1
ENSG00000185104	FAF1	50437028	50960267	1
ENSG00000185104	FAF1	50437028	50960267	1
ENSG00000185104	FAF1	50437028	50960267	1
ENSG00000185104	FAF1	50437028	50960267	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000117523	PRRC2C	171485530	171593511	1
ENSG00000085552	IGSF9	159927039	159945613	1
ENSG00000085552	IGSF9	159927039	159945613	1
ENSG00000085552	IGSF9	159927039	159945613	1
ENSG00000085552	IGSF9	159927039	159945613	1
ENSG00000085552	IGSF9	159927039	159945613	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000143374	TARS2	150487414	150507602	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000182134	TDRKH	151770107	151791416	1
ENSG00000263956	NBPF11	148102047	148152322	1
ENSG00000263956	NBPF11	148102047	148152322	1
ENSG00000263956	NBPF11	148102047	148152322	1
ENSG00000263956	NBPF11	148102047	148152322	1
ENSG00000263956	NBPF11	148102047	148152322	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000134250	NOTCH2	119911553	120100779	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000132849	PATJ	61742477	62178675	1
ENSG00000175206	NPPA	11845709	11848345	1
ENSG00000175206	NPPA	11845709	11848345	1
ENSG00000170498	KISS1	204190341	204196491	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000086015	MAST2	45786987	46036122	1
ENSG00000162409	PRKAA2	56645314	56715335	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000196189	SEMA4A	156147366	156177752	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000221978	CCNL2	1385711	1399335	1
ENSG00000175707	KDF1	26949562	26960468	1
ENSG00000134258	VTCN1	117143587	117210960	1
ENSG00000134258	VTCN1	117143587	117210960	1
ENSG00000134258	VTCN1	117143587	117210960	1
ENSG00000134258	VTCN1	117143587	117210960	1
ENSG00000134258	VTCN1	117143587	117210960	1
ENSG00000134258	VTCN1	117143587	117210960	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000122482	ZNF644	90915298	91022272	1
ENSG00000162365	CYP4A22	47137435	47149727	1
ENSG00000162365	CYP4A22	47137435	47149727	1
ENSG00000162365	CYP4A22	47137435	47149727	1
ENSG00000162365	CYP4A22	47137435	47149727	1
ENSG00000162365	CYP4A22	47137435	47149727	1
ENSG00000162365	CYP4A22	47137435	47149727	1
ENSG00000187961	KLHL17	960584	965719	1
ENSG00000187961	KLHL17	960584	965719	1
ENSG00000187961	KLHL17	960584	965719	1
ENSG00000187961	KLHL17	960584	965719	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000163462	TRIM46	155173787	155184971	1
ENSG00000116604	MEF2D	156463727	156500779	1
ENSG00000116604	MEF2D	156463727	156500779	1
ENSG00000116604	MEF2D	156463727	156500779	1
ENSG00000116604	MEF2D	156463727	156500779	1
ENSG00000116604	MEF2D	156463727	156500779	1
ENSG00000116604	MEF2D	156463727	156500779	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000185499	MUC1	155185824	155192916	1
ENSG00000116329	OPRD1	28812170	28871267	1
ENSG00000154451	GBP5	89256189	89272860	1
ENSG00000154451	GBP5	89256189	89272860	1
ENSG00000154451	GBP5	89256189	89272860	1
ENSG00000154451	GBP5	89256189	89272860	1
ENSG00000154451	GBP5	89256189	89272860	1
ENSG00000162595	DIRAS3	68045886	68051717	1
ENSG00000162595	DIRAS3	68045886	68051717	1
ENSG00000162595	DIRAS3	68045886	68051717	1
ENSG00000162595	DIRAS3	68045886	68051717	1
ENSG00000011007	ELOA	23743448	23762059	1
ENSG00000011007	ELOA	23743448	23762059	1
ENSG00000011007	ELOA	23743448	23762059	1
ENSG00000011007	ELOA	23743448	23762059	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000117305	HMGCL	23801885	23838620	1
ENSG00000179163	FUCA1	23845077	23868290	1
ENSG00000121764	HCRTR1	31617686	31632518	1
ENSG00000121764	HCRTR1	31617686	31632518	1
ENSG00000121764	HCRTR1	31617686	31632518	1
ENSG00000121764	HCRTR1	31617686	31632518	1
ENSG00000121764	HCRTR1	31617686	31632518	1
ENSG00000121764	HCRTR1	31617686	31632518	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000084636	COL16A1	31652263	31704319	1
ENSG00000283683	MYOCOS	171600621	171638799	1
ENSG00000283683	MYOCOS	171600621	171638799	1
ENSG00000283683	MYOCOS	171600621	171638799	1
ENSG00000283683	MYOCOS	171600621	171638799	1
ENSG00000283683	MYOCOS	171600621	171638799	1
ENSG00000283683	MYOCOS	171600621	171638799	1
ENSG00000143149	ALDH9A1	165662216	165698562	1
ENSG00000143149	ALDH9A1	165662216	165698562	1
ENSG00000143149	ALDH9A1	165662216	165698562	1
ENSG00000143149	ALDH9A1	165662216	165698562	1
ENSG00000143149	ALDH9A1	165662216	165698562	1
ENSG00000177535	OR2B11	247449118	247458105	1
ENSG00000177535	OR2B11	247449118	247458105	1
ENSG00000177535	OR2B11	247449118	247458105	1
ENSG00000188340	OR6N2	158774222	158781204	1
ENSG00000203852	H3C15	149852608	149853125	1
ENSG00000203814	H2BC18	149782689	149812373	1
ENSG00000203814	H2BC18	149782689	149812373	1
ENSG00000203814	H2BC18	149782689	149812373	1
ENSG00000203814	H2BC18	149782689	149812373	1
ENSG00000203814	H2BC18	149782689	149812373	1
ENSG00000270276	H4C15	149854045	149861159	1
ENSG00000270276	H4C15	149854045	149861159	1
ENSG00000270276	H4C15	149854045	149861159	1
ENSG00000288859	H2AC19	149851061	149851594	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000143164	DCAF6	167935783	168075843	1
ENSG00000288825	H2AC18	149842218	149842750	1
ENSG00000184678	H2BC21	149884459	149886682	1
ENSG00000270882	H4C14	149832657	149839767	1
ENSG00000270882	H4C14	149832657	149839767	1
ENSG00000270882	H4C14	149832657	149839767	1
ENSG00000270882	H4C14	149832657	149839767	1
ENSG00000122435	TRMT13	100133150	100150496	1
ENSG00000122435	TRMT13	100133150	100150496	1
ENSG00000122435	TRMT13	100133150	100150496	1
ENSG00000122435	TRMT13	100133150	100150496	1
ENSG00000122435	TRMT13	100133150	100150496	1
ENSG00000203811	H3C14	149840687	149841208	1
ENSG00000175143	OR2T1	248403048	248408020	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000120341	SEC16B	177923956	177984303	1
ENSG00000142224	IL19	206770764	206842981	1
ENSG00000142224	IL19	206770764	206842981	1
ENSG00000142224	IL19	206770764	206842981	1
ENSG00000142224	IL19	206770764	206842981	1
ENSG00000142224	IL19	206770764	206842981	1
ENSG00000142224	IL19	206770764	206842981	1
ENSG00000187180	LCE2C	152675279	152676569	1
ENSG00000196242	OR2C3	247524677	247536440	1
ENSG00000196242	OR2C3	247524677	247536440	1
ENSG00000196242	OR2C3	247524677	247536440	1
ENSG00000187144	SPATA21	16387117	16437424	1
ENSG00000187144	SPATA21	16387117	16437424	1
ENSG00000187144	SPATA21	16387117	16437424	1
ENSG00000187144	SPATA21	16387117	16437424	1
ENSG00000187144	SPATA21	16387117	16437424	1
ENSG00000187144	SPATA21	16387117	16437424	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
ENSG00000117114	ADGRL2	81306147	81993932	1
