intervalNumber	intervalChrom	intervalStart	intervalEnd	GWAS_value
214316	chr6	10365001	10375000	0.0
214317	chr6	10370001	10380000	0.0
214318	chr6	10375001	10385000	0.0
214319	chr6	10380001	10390000	0.0
214320	chr6	10385001	10395000	0.0
214321	chr6	10390001	10400000	0.0
214322	chr6	10395001	10405000	0.0
214323	chr6	10400001	10410000	0.0
214324	chr6	10405001	10415000	0.0
214325	chr6	10410001	10420000	0.0
214326	chr6	10415001	10425000	0.0
214327	chr6	10420001	10430000	0.0
214328	chr6	10425001	10435000	0.0
214329	chr6	10430001	10440000	0.0
214330	chr6	10435001	10445000	0.0
214331	chr6	10440001	10450000	0.0
214332	chr6	10445001	10455000	0.0
214333	chr6	10450001	10460000	0.0
214334	chr6	10455001	10465000	0.0
214335	chr6	10460001	10470000	0.0
214336	chr6	10465001	10475000	0.0
214337	chr6	10470001	10480000	0.0
214338	chr6	10475001	10485000	0.0
214339	chr6	10480001	10490000	0.0
214340	chr6	10485001	10495000	0.0
214341	chr6	10490001	10500000	0.0
214342	chr6	10495001	10505000	0.0
214343	chr6	10500001	10510000	0.0
214344	chr6	10505001	10515000	0.0
214345	chr6	10510001	10520000	0.0
214346	chr6	10515001	10525000	0.0
214347	chr6	10520001	10530000	0.0
214348	chr6	10525001	10535000	0.0
214349	chr6	10530001	10540000	0.0
214350	chr6	10535001	10545000	0.0
214351	chr6	10540001	10550000	0.0
214352	chr6	10545001	10555000	0.0
214353	chr6	10550001	10560000	0.0
214354	chr6	10555001	10565000	0.0
214355	chr6	10560001	10570000	0.0
214356	chr6	10565001	10575000	0.0
214357	chr6	10570001	10580000	0.0
214358	chr6	10575001	10585000	0.0
214359	chr6	10580001	10590000	0.0
214360	chr6	10585001	10595000	0.0
214361	chr6	10590001	10600000	0.0
214362	chr6	10595001	10605000	0.0
214363	chr6	10600001	10610000	0.0
214364	chr6	10605001	10615000	0.0
214365	chr6	10610001	10620000	0.0
214366	chr6	10615001	10625000	0.0
214367	chr6	10620001	10630000	0.0
214368	chr6	10625001	10635000	0.0
214369	chr6	10630001	10640000	0.0
214370	chr6	10635001	10645000	0.0
214371	chr6	10640001	10650000	0.0
214372	chr6	10645001	10655000	0.0
214373	chr6	10650001	10660000	0.0
214374	chr6	10655001	10665000	0.0
214375	chr6	10660001	10670000	0.0
214376	chr6	10665001	10675000	0.0
214377	chr6	10670001	10680000	0.0
214378	chr6	10675001	10685000	0.0
214379	chr6	10680001	10690000	0.0
214380	chr6	10685001	10695000	0.0
214381	chr6	10690001	10700000	0.0
214382	chr6	10695001	10705000	0.0
214383	chr6	10700001	10710000	0.0
214384	chr6	10705001	10715000	0.0
214385	chr6	10710001	10720000	0.0
214386	chr6	10715001	10725000	0.0
214387	chr6	10720001	10730000	0.0
214388	chr6	10725001	10735000	0.0
214389	chr6	10730001	10740000	0.0
214390	chr6	10735001	10745000	0.0
214391	chr6	10740001	10750000	0.0
214392	chr6	10745001	10755000	0.0
214393	chr6	10750001	10760000	0.0
214394	chr6	10755001	10765000	0.0
214395	chr6	10760001	10770000	0.0
214396	chr6	10765001	10775000	0.0
214397	chr6	10770001	10780000	0.0
214398	chr6	10775001	10785000	0.0
214399	chr6	10780001	10790000	0.0
214400	chr6	10785001	10795000	0.0
214401	chr6	10790001	10800000	0.0
214402	chr6	10795001	10805000	0.0
214403	chr6	10800001	10810000	0.0
214404	chr6	10805001	10815000	0.0
214405	chr6	10810001	10820000	0.0
214406	chr6	10815001	10825000	0.0
214407	chr6	10820001	10830000	0.0
214408	chr6	10825001	10835000	0.0
214409	chr6	10830001	10840000	0.0
214410	chr6	10835001	10845000	0.0
214411	chr6	10840001	10850000	0.0
214412	chr6	10845001	10855000	0.0
214413	chr6	10850001	10860000	0.0
214414	chr6	10855001	10865000	0.0
214415	chr6	10860001	10870000	0.0
214416	chr6	10865001	10875000	0.0
214417	chr6	10870001	10880000	0.0
214418	chr6	10875001	10885000	0.0
214419	chr6	10880001	10890000	0.0
214420	chr6	10885001	10895000	0.0
214421	chr6	10890001	10900000	0.0
214422	chr6	10895001	10905000	0.0
214423	chr6	10900001	10910000	0.0
214424	chr6	10905001	10915000	0.0
214425	chr6	10910001	10920000	0.0
214426	chr6	10915001	10925000	0.0
214427	chr6	10920001	10930000	0.0
214428	chr6	10925001	10935000	0.0
214429	chr6	10930001	10940000	0.0
214430	chr6	10935001	10945000	0.0
214431	chr6	10940001	10950000	0.0
214432	chr6	10945001	10955000	0.0
214433	chr6	10950001	10960000	0.0
214434	chr6	10955001	10965000	0.0
214435	chr6	10960001	10970000	0.0
214436	chr6	10965001	10975000	0.0
214437	chr6	10970001	10980000	0.0
214438	chr6	10975001	10985000	0.0
214439	chr6	10980001	10990000	0.0
214440	chr6	10985001	10995000	0.0
214441	chr6	10990001	11000000	0.0
214442	chr6	10995001	11005000	0.0
214443	chr6	11000001	11010000	0.0
214444	chr6	11005001	11015000	0.0
214445	chr6	11010001	11020000	0.0
214446	chr6	11015001	11025000	0.0
214447	chr6	11020001	11030000	0.0
214448	chr6	11025001	11035000	0.0
214449	chr6	11030001	11040000	0.0
214450	chr6	11035001	11045000	0.0
214451	chr6	11040001	11050000	0.0
214452	chr6	11045001	11055000	0.0
214453	chr6	11050001	11060000	0.0
214454	chr6	11055001	11065000	0.0
214455	chr6	11060001	11070000	0.0
214456	chr6	11065001	11075000	0.0
214457	chr6	11070001	11080000	0.0
214458	chr6	11075001	11085000	0.0
214459	chr6	11080001	11090000	0.0
214460	chr6	11085001	11095000	0.0
214461	chr6	11090001	11100000	0.0
214462	chr6	11095001	11105000	0.0
214463	chr6	11100001	11110000	0.0
214464	chr6	11105001	11115000	0.0
214465	chr6	11110001	11120000	0.0
214466	chr6	11115001	11125000	0.0
214467	chr6	11120001	11130000	0.0
214468	chr6	11125001	11135000	0.0
214469	chr6	11130001	11140000	0.0
214470	chr6	11135001	11145000	0.0
214471	chr6	11140001	11150000	0.0
214472	chr6	11145001	11155000	0.0
214473	chr6	11150001	11160000	0.0
214474	chr6	11155001	11165000	0.0
214475	chr6	11160001	11170000	0.0
214476	chr6	11165001	11175000	0.0
214477	chr6	11170001	11180000	0.0
214478	chr6	11175001	11185000	0.0
214479	chr6	11180001	11190000	0.0
214480	chr6	11185001	11195000	0.0
214481	chr6	11190001	11200000	0.0
214482	chr6	11195001	11205000	0.0
214483	chr6	11200001	11210000	0.0
214484	chr6	11205001	11215000	0.0
214485	chr6	11210001	11220000	0.0
214486	chr6	11215001	11225000	0.0
214487	chr6	11220001	11230000	0.0
214488	chr6	11225001	11235000	0.0
214489	chr6	11230001	11240000	0.0
214490	chr6	11235001	11245000	0.0
214491	chr6	11240001	11250000	0.0
214492	chr6	11245001	11255000	0.0
214493	chr6	11250001	11260000	0.0
214494	chr6	11255001	11265000	0.0
214495	chr6	11260001	11270000	0.0
214496	chr6	11265001	11275000	0.0
214497	chr6	11270001	11280000	0.0
214498	chr6	11275001	11285000	0.0
214499	chr6	11280001	11290000	0.0
214500	chr6	11285001	11295000	0.0
214501	chr6	11290001	11300000	0.0
214502	chr6	11295001	11305000	0.0
214503	chr6	11300001	11310000	0.0
214504	chr6	11305001	11315000	0.0
214505	chr6	11310001	11320000	0.0
214506	chr6	11315001	11325000	0.0
214507	chr6	11320001	11330000	0.0
214508	chr6	11325001	11335000	0.0
214509	chr6	11330001	11340000	0.0
214510	chr6	11335001	11345000	0.0
214511	chr6	11340001	11350000	0.0
214512	chr6	11345001	11355000	0.0
214513	chr6	11350001	11360000	0.0
214514	chr6	11355001	11365000	0.0
214515	chr6	11360001	11370000	0.0
214516	chr6	11365001	11375000	0.0
214517	chr6	11370001	11380000	0.0
214518	chr6	11375001	11385000	0.0
214519	chr6	11380001	11390000	0.0
214520	chr6	11385001	11395000	0.0
214521	chr6	11390001	11400000	0.0
214522	chr6	11395001	11405000	0.0
214523	chr6	11400001	11410000	0.0
214524	chr6	11405001	11415000	0.0
214525	chr6	11410001	11420000	0.0
214526	chr6	11415001	11425000	0.0
214527	chr6	11420001	11430000	0.0
214528	chr6	11425001	11435000	0.0
214529	chr6	11430001	11440000	0.0
214530	chr6	11435001	11445000	0.0
214531	chr6	11440001	11450000	0.0
214532	chr6	11445001	11455000	0.0
214533	chr6	11450001	11460000	0.0
214534	chr6	11455001	11465000	0.0
214535	chr6	11460001	11470000	0.0
214536	chr6	11465001	11475000	0.0
214537	chr6	11470001	11480000	0.0
214538	chr6	11475001	11485000	0.0
214539	chr6	11480001	11490000	0.0
214540	chr6	11485001	11495000	0.0
214541	chr6	11490001	11500000	0.0
214542	chr6	11495001	11505000	0.0
214543	chr6	11500001	11510000	0.0
214544	chr6	11505001	11515000	0.0
214545	chr6	11510001	11520000	0.0
214546	chr6	11515001	11525000	0.0
214547	chr6	11520001	11530000	0.0
214548	chr6	11525001	11535000	0.0
214549	chr6	11530001	11540000	0.0
214550	chr6	11535001	11545000	0.0
214551	chr6	11540001	11550000	0.0
214552	chr6	11545001	11555000	0.0
214553	chr6	11550001	11560000	0.0
214554	chr6	11555001	11565000	0.0
214555	chr6	11560001	11570000	0.0
214556	chr6	11565001	11575000	0.0
214557	chr6	11570001	11580000	0.0
214558	chr6	11575001	11585000	0.0
214559	chr6	11580001	11590000	0.0
214560	chr6	11585001	11595000	0.0
214561	chr6	11590001	11600000	0.0
214562	chr6	11595001	11605000	0.0
214563	chr6	11600001	11610000	0.0
214564	chr6	11605001	11615000	0.0
214565	chr6	11610001	11620000	0.0
214566	chr6	11615001	11625000	0.0
214567	chr6	11620001	11630000	0.0
214568	chr6	11625001	11635000	0.0
214569	chr6	11630001	11640000	0.0
214570	chr6	11635001	11645000	0.0
214571	chr6	11640001	11650000	0.0
214572	chr6	11645001	11655000	0.0
214573	chr6	11650001	11660000	0.0
214574	chr6	11655001	11665000	0.0
214575	chr6	11660001	11670000	0.0
214576	chr6	11665001	11675000	0.0
214577	chr6	11670001	11680000	0.0
214578	chr6	11675001	11685000	0.0
214579	chr6	11680001	11690000	0.0
214580	chr6	11685001	11695000	0.0
214581	chr6	11690001	11700000	0.0
214582	chr6	11695001	11705000	0.0
214583	chr6	11700001	11710000	0.0
214584	chr6	11705001	11715000	0.0
214585	chr6	11710001	11720000	0.0
214586	chr6	11715001	11725000	0.0
214587	chr6	11720001	11730000	0.0
214588	chr6	11725001	11735000	0.0
214589	chr6	11730001	11740000	0.0
214590	chr6	11735001	11745000	0.0
214591	chr6	11740001	11750000	0.0
214592	chr6	11745001	11755000	0.0
214593	chr6	11750001	11760000	0.0
214594	chr6	11755001	11765000	0.0
214595	chr6	11760001	11770000	0.0
214596	chr6	11765001	11775000	0.0
214597	chr6	11770001	11780000	0.0
214598	chr6	11775001	11785000	0.0
214599	chr6	11780001	11790000	0.0
214600	chr6	11785001	11795000	0.0
214601	chr6	11790001	11800000	0.0
214602	chr6	11795001	11805000	0.0
214603	chr6	11800001	11810000	0.0
214604	chr6	11805001	11815000	0.0
214605	chr6	11810001	11820000	0.0
214606	chr6	11815001	11825000	0.0
214607	chr6	11820001	11830000	0.0
214608	chr6	11825001	11835000	0.0
214609	chr6	11830001	11840000	0.0
214610	chr6	11835001	11845000	0.0
214611	chr6	11840001	11850000	0.0
214612	chr6	11845001	11855000	0.0
214613	chr6	11850001	11860000	0.0
214614	chr6	11855001	11865000	0.0
214615	chr6	11860001	11870000	0.0
214616	chr6	11865001	11875000	0.0
214617	chr6	11870001	11880000	0.0
214618	chr6	11875001	11885000	0.0
214619	chr6	11880001	11890000	0.0
214620	chr6	11885001	11895000	0.0
214621	chr6	11890001	11900000	0.0
214622	chr6	11895001	11905000	0.0
214623	chr6	11900001	11910000	0.0
214624	chr6	11905001	11915000	0.0
214625	chr6	11910001	11920000	0.0
214626	chr6	11915001	11925000	0.0
214627	chr6	11920001	11930000	0.0
214628	chr6	11925001	11935000	0.0
214629	chr6	11930001	11940000	0.0
214630	chr6	11935001	11945000	0.0
214631	chr6	11940001	11950000	0.0
214632	chr6	11945001	11955000	0.0
214633	chr6	11950001	11960000	0.0
214634	chr6	11955001	11965000	0.0
214635	chr6	11960001	11970000	0.0
214636	chr6	11965001	11975000	0.0
214637	chr6	11970001	11980000	0.0
214638	chr6	11975001	11985000	0.0
214639	chr6	11980001	11990000	0.0
214640	chr6	11985001	11995000	0.0
214641	chr6	11990001	12000000	0.0
214642	chr6	11995001	12005000	0.0
214643	chr6	12000001	12010000	0.0
214644	chr6	12005001	12015000	0.0
214645	chr6	12010001	12020000	0.0
214646	chr6	12015001	12025000	0.0
214647	chr6	12020001	12030000	0.0
214648	chr6	12025001	12035000	0.0
214649	chr6	12030001	12040000	0.0
214650	chr6	12035001	12045000	0.0
214651	chr6	12040001	12050000	0.0
214652	chr6	12045001	12055000	0.0
214653	chr6	12050001	12060000	0.0
214654	chr6	12055001	12065000	0.0
214655	chr6	12060001	12070000	0.0
214656	chr6	12065001	12075000	0.0
214657	chr6	12070001	12080000	0.0
214658	chr6	12075001	12085000	0.0
214659	chr6	12080001	12090000	0.0
214660	chr6	12085001	12095000	0.0
214661	chr6	12090001	12100000	0.0
214662	chr6	12095001	12105000	0.0
214663	chr6	12100001	12110000	0.0
214664	chr6	12105001	12115000	0.0
214665	chr6	12110001	12120000	0.0
214666	chr6	12115001	12125000	0.0
214667	chr6	12120001	12130000	0.0
214668	chr6	12125001	12135000	0.0
214669	chr6	12130001	12140000	0.0
214670	chr6	12135001	12145000	0.0
214671	chr6	12140001	12150000	0.0
214672	chr6	12145001	12155000	0.0
214673	chr6	12150001	12160000	0.0
214674	chr6	12155001	12165000	0.0
214675	chr6	12160001	12170000	0.0
214676	chr6	12165001	12175000	0.0
214677	chr6	12170001	12180000	0.0
214678	chr6	12175001	12185000	0.0
214679	chr6	12180001	12190000	0.0
214680	chr6	12185001	12195000	0.0
214681	chr6	12190001	12200000	0.0
214682	chr6	12195001	12205000	0.0
214683	chr6	12200001	12210000	0.0
214684	chr6	12205001	12215000	0.0
214685	chr6	12210001	12220000	0.0
214686	chr6	12215001	12225000	0.0
214687	chr6	12220001	12230000	0.0
214688	chr6	12225001	12235000	0.0
214689	chr6	12230001	12240000	0.0
214690	chr6	12235001	12245000	0.0
214691	chr6	12240001	12250000	0.0
214692	chr6	12245001	12255000	0.0
214693	chr6	12250001	12260000	0.0
214694	chr6	12255001	12265000	0.0
214695	chr6	12260001	12270000	0.0
214696	chr6	12265001	12275000	0.0
214697	chr6	12270001	12280000	0.0
214698	chr6	12275001	12285000	0.0
214699	chr6	12280001	12290000	0.0
214700	chr6	12285001	12295000	0.0
214701	chr6	12290001	12300000	0.0
214702	chr6	12295001	12305000	0.0
214703	chr6	12300001	12310000	0.0
214704	chr6	12305001	12315000	0.0
214705	chr6	12310001	12320000	0.0
214706	chr6	12315001	12325000	0.0
214707	chr6	12320001	12330000	0.0
214708	chr6	12325001	12335000	0.0
214709	chr6	12330001	12340000	0.0
214710	chr6	12335001	12345000	0.0
214711	chr6	12340001	12350000	0.0
214712	chr6	12345001	12355000	0.0
214713	chr6	12350001	12360000	0.0
214714	chr6	12355001	12365000	0.0
214715	chr6	12360001	12370000	0.0
214716	chr6	12365001	12375000	0.0
214717	chr6	12370001	12380000	0.0
214718	chr6	12375001	12385000	0.0
214719	chr6	12380001	12390000	0.0
214720	chr6	12385001	12395000	0.0
214721	chr6	12390001	12400000	0.0
214722	chr6	12395001	12405000	0.0
214723	chr6	12400001	12410000	0.0
214724	chr6	12405001	12415000	0.0
214725	chr6	12410001	12420000	0.0
214726	chr6	12415001	12425000	0.0
214727	chr6	12420001	12430000	0.0
214728	chr6	12425001	12435000	0.0
214729	chr6	12430001	12440000	0.0
214730	chr6	12435001	12445000	0.0
214731	chr6	12440001	12450000	0.0
214732	chr6	12445001	12455000	0.0
214733	chr6	12450001	12460000	0.0
214734	chr6	12455001	12465000	0.0
214735	chr6	12460001	12470000	0.0
214736	chr6	12465001	12475000	0.0
214737	chr6	12470001	12480000	0.0
214738	chr6	12475001	12485000	0.0
214739	chr6	12480001	12490000	0.0
214740	chr6	12485001	12495000	0.0
214741	chr6	12490001	12500000	0.0
214742	chr6	12495001	12505000	0.0
214743	chr6	12500001	12510000	0.0
214744	chr6	12505001	12515000	0.0
214745	chr6	12510001	12520000	0.0
214746	chr6	12515001	12525000	0.0
214747	chr6	12520001	12530000	0.0
214748	chr6	12525001	12535000	0.0
214749	chr6	12530001	12540000	0.0
214750	chr6	12535001	12545000	0.0
214751	chr6	12540001	12550000	0.0
214752	chr6	12545001	12555000	0.0
214753	chr6	12550001	12560000	0.0
214754	chr6	12555001	12565000	0.0
214755	chr6	12560001	12570000	0.0
214756	chr6	12565001	12575000	0.0
214757	chr6	12570001	12580000	0.0
214758	chr6	12575001	12585000	0.0
214759	chr6	12580001	12590000	0.0
214760	chr6	12585001	12595000	0.0
214761	chr6	12590001	12600000	0.0
214762	chr6	12595001	12605000	0.0
214763	chr6	12600001	12610000	0.0
214764	chr6	12605001	12615000	0.0
214765	chr6	12610001	12620000	0.0
214766	chr6	12615001	12625000	0.0
214767	chr6	12620001	12630000	0.0
214768	chr6	12625001	12635000	0.0
214769	chr6	12630001	12640000	0.0
214770	chr6	12635001	12645000	0.0
214771	chr6	12640001	12650000	0.0
214772	chr6	12645001	12655000	0.0
214773	chr6	12650001	12660000	0.0
214774	chr6	12655001	12665000	0.0
214775	chr6	12660001	12670000	0.0
214776	chr6	12665001	12675000	0.0
214777	chr6	12670001	12680000	0.0
214778	chr6	12675001	12685000	0.0
214779	chr6	12680001	12690000	0.0
214780	chr6	12685001	12695000	0.0
214781	chr6	12690001	12700000	0.0
214782	chr6	12695001	12705000	0.0
214783	chr6	12700001	12710000	0.0
214784	chr6	12705001	12715000	0.0
214785	chr6	12710001	12720000	0.0
214786	chr6	12715001	12725000	0.0
214787	chr6	12720001	12730000	0.0
214788	chr6	12725001	12735000	0.0
214789	chr6	12730001	12740000	0.0
214790	chr6	12735001	12745000	0.0
214791	chr6	12740001	12750000	0.0
214792	chr6	12745001	12755000	0.0
214793	chr6	12750001	12760000	0.0
214794	chr6	12755001	12765000	0.0
214795	chr6	12760001	12770000	0.0
214796	chr6	12765001	12775000	0.0
214797	chr6	12770001	12780000	0.0
214798	chr6	12775001	12785000	0.0
214799	chr6	12780001	12790000	0.0
214800	chr6	12785001	12795000	0.0
214801	chr6	12790001	12800000	0.0
214802	chr6	12795001	12805000	0.0
214803	chr6	12800001	12810000	0.0
214804	chr6	12805001	12815000	0.0
214805	chr6	12810001	12820000	0.0
214806	chr6	12815001	12825000	0.0
214807	chr6	12820001	12830000	0.0
214808	chr6	12825001	12835000	0.0
214809	chr6	12830001	12840000	0.0
214810	chr6	12835001	12845000	0.0
214811	chr6	12840001	12850000	0.0
214812	chr6	12845001	12855000	0.0
214813	chr6	12850001	12860000	0.0
214814	chr6	12855001	12865000	0.0
214815	chr6	12860001	12870000	0.0
214816	chr6	12865001	12875000	0.0
214817	chr6	12870001	12880000	0.0
214818	chr6	12875001	12885000	0.0
214819	chr6	12880001	12890000	0.0
214820	chr6	12885001	12895000	0.0
214821	chr6	12890001	12900000	0.0
214822	chr6	12895001	12905000	0.0
214823	chr6	12900001	12910000	0.0
214824	chr6	12905001	12915000	0.0
214825	chr6	12910001	12920000	0.0
214826	chr6	12915001	12925000	0.0
214827	chr6	12920001	12930000	0.0
214828	chr6	12925001	12935000	0.0
214829	chr6	12930001	12940000	0.0
214830	chr6	12935001	12945000	0.0
214831	chr6	12940001	12950000	0.0
214832	chr6	12945001	12955000	0.0
214833	chr6	12950001	12960000	0.0
214834	chr6	12955001	12965000	0.0
214835	chr6	12960001	12970000	0.0
214836	chr6	12965001	12975000	0.0
214837	chr6	12970001	12980000	0.0
214838	chr6	12975001	12985000	0.0
214839	chr6	12980001	12990000	0.0
214840	chr6	12985001	12995000	0.0
214841	chr6	12990001	13000000	0.0
214842	chr6	12995001	13005000	0.0
214843	chr6	13000001	13010000	0.0
214844	chr6	13005001	13015000	0.0
214845	chr6	13010001	13020000	0.0
214846	chr6	13015001	13025000	0.0
214847	chr6	13020001	13030000	0.0
214848	chr6	13025001	13035000	0.0
214849	chr6	13030001	13040000	0.0
214850	chr6	13035001	13045000	0.0
214851	chr6	13040001	13050000	0.0
214852	chr6	13045001	13055000	0.0
214853	chr6	13050001	13060000	0.0
214854	chr6	13055001	13065000	0.0
214855	chr6	13060001	13070000	0.0
214856	chr6	13065001	13075000	0.0
214857	chr6	13070001	13080000	0.0
214858	chr6	13075001	13085000	0.0
214859	chr6	13080001	13090000	0.0
214860	chr6	13085001	13095000	0.0
214861	chr6	13090001	13100000	0.0
214862	chr6	13095001	13105000	0.0
214863	chr6	13100001	13110000	0.0
214864	chr6	13105001	13115000	0.0
214865	chr6	13110001	13120000	0.0
214866	chr6	13115001	13125000	0.0
214867	chr6	13120001	13130000	0.0
214868	chr6	13125001	13135000	0.0
214869	chr6	13130001	13140000	0.0
214870	chr6	13135001	13145000	0.0
214871	chr6	13140001	13150000	0.0
214872	chr6	13145001	13155000	0.0
214873	chr6	13150001	13160000	0.0
214874	chr6	13155001	13165000	0.0
214875	chr6	13160001	13170000	0.0
214876	chr6	13165001	13175000	0.0
214877	chr6	13170001	13180000	0.0
214878	chr6	13175001	13185000	0.0
214879	chr6	13180001	13190000	0.0
214880	chr6	13185001	13195000	0.0
214881	chr6	13190001	13200000	0.0
214882	chr6	13195001	13205000	0.0
214883	chr6	13200001	13210000	0.0
214884	chr6	13205001	13215000	0.0
214885	chr6	13210001	13220000	0.0
214886	chr6	13215001	13225000	0.0
214887	chr6	13220001	13230000	0.0
214888	chr6	13225001	13235000	0.0
214889	chr6	13230001	13240000	0.0
214890	chr6	13235001	13245000	0.0
214891	chr6	13240001	13250000	0.0
214892	chr6	13245001	13255000	0.0
214893	chr6	13250001	13260000	0.0
214894	chr6	13255001	13265000	0.0
214895	chr6	13260001	13270000	0.0
214896	chr6	13265001	13275000	0.0
214897	chr6	13270001	13280000	0.0
214898	chr6	13275001	13285000	0.0
214899	chr6	13280001	13290000	0.0
214900	chr6	13285001	13295000	0.0
214901	chr6	13290001	13300000	0.0
214902	chr6	13295001	13305000	0.0
214903	chr6	13300001	13310000	0.0
214904	chr6	13305001	13315000	0.0
214905	chr6	13310001	13320000	0.0
214906	chr6	13315001	13325000	0.0
214907	chr6	13320001	13330000	0.0
214908	chr6	13325001	13335000	0.0
214909	chr6	13330001	13340000	0.0
214910	chr6	13335001	13345000	0.0
214911	chr6	13340001	13350000	0.0
214912	chr6	13345001	13355000	0.0
214913	chr6	13350001	13360000	0.0
214914	chr6	13355001	13365000	0.0
214915	chr6	13360001	13370000	0.0
214916	chr6	13365001	13375000	0.0
214917	chr6	13370001	13380000	0.0
214918	chr6	13375001	13385000	0.0
214919	chr6	13380001	13390000	0.0
214920	chr6	13385001	13395000	0.0
214921	chr6	13390001	13400000	0.0
214922	chr6	13395001	13405000	0.0
214923	chr6	13400001	13410000	0.0
214924	chr6	13405001	13415000	0.0
214925	chr6	13410001	13420000	0.0
214926	chr6	13415001	13425000	0.0
214927	chr6	13420001	13430000	0.0
214928	chr6	13425001	13435000	0.0
214929	chr6	13430001	13440000	0.0
214930	chr6	13435001	13445000	0.0
214931	chr6	13440001	13450000	0.0
214932	chr6	13445001	13455000	0.0
214933	chr6	13450001	13460000	0.0
214934	chr6	13455001	13465000	0.0
214935	chr6	13460001	13470000	0.0
214936	chr6	13465001	13475000	0.0
214937	chr6	13470001	13480000	0.0
214938	chr6	13475001	13485000	0.0
214939	chr6	13480001	13490000	0.0
214940	chr6	13485001	13495000	0.0
214941	chr6	13490001	13500000	0.0
214942	chr6	13495001	13505000	0.0
214943	chr6	13500001	13510000	0.0
214944	chr6	13505001	13515000	0.0
214945	chr6	13510001	13520000	0.0
214946	chr6	13515001	13525000	0.0
214947	chr6	13520001	13530000	0.0
214948	chr6	13525001	13535000	0.0
214949	chr6	13530001	13540000	0.0
214950	chr6	13535001	13545000	0.0
214951	chr6	13540001	13550000	0.0
214952	chr6	13545001	13555000	0.0
214953	chr6	13550001	13560000	0.0
214954	chr6	13555001	13565000	0.0
214955	chr6	13560001	13570000	0.0
214956	chr6	13565001	13575000	0.0
214957	chr6	13570001	13580000	0.0
214958	chr6	13575001	13585000	0.0
214959	chr6	13580001	13590000	0.0
214960	chr6	13585001	13595000	0.0
214961	chr6	13590001	13600000	0.0
214962	chr6	13595001	13605000	0.0
214963	chr6	13600001	13610000	0.0
214964	chr6	13605001	13615000	0.0
214965	chr6	13610001	13620000	0.0
214966	chr6	13615001	13625000	0.0
214967	chr6	13620001	13630000	0.0
214968	chr6	13625001	13635000	0.0
214969	chr6	13630001	13640000	0.0
214970	chr6	13635001	13645000	0.0
214971	chr6	13640001	13650000	0.0
214972	chr6	13645001	13655000	0.0
214973	chr6	13650001	13660000	0.0
214974	chr6	13655001	13665000	0.0
214975	chr6	13660001	13670000	0.0
214976	chr6	13665001	13675000	0.0
214977	chr6	13670001	13680000	0.0
214978	chr6	13675001	13685000	0.0
214979	chr6	13680001	13690000	0.0
214980	chr6	13685001	13695000	0.0
214981	chr6	13690001	13700000	0.0
214982	chr6	13695001	13705000	0.0
214983	chr6	13700001	13710000	0.0
214984	chr6	13705001	13715000	0.0
214985	chr6	13710001	13720000	0.0
214986	chr6	13715001	13725000	0.0
214987	chr6	13720001	13730000	0.0
214988	chr6	13725001	13735000	0.0
214989	chr6	13730001	13740000	0.0
214990	chr6	13735001	13745000	0.0
214991	chr6	13740001	13750000	0.0
214992	chr6	13745001	13755000	0.0
214993	chr6	13750001	13760000	0.0
214994	chr6	13755001	13765000	0.0
214995	chr6	13760001	13770000	0.0
214996	chr6	13765001	13775000	0.0
214997	chr6	13770001	13780000	0.0
214998	chr6	13775001	13785000	0.0
214999	chr6	13780001	13790000	0.0
215000	chr6	13785001	13795000	0.0
215001	chr6	13790001	13800000	0.0
215002	chr6	13795001	13805000	0.0
215003	chr6	13800001	13810000	0.0
215004	chr6	13805001	13815000	0.0
215005	chr6	13810001	13820000	0.0
215006	chr6	13815001	13825000	0.0
215007	chr6	13820001	13830000	0.0
215008	chr6	13825001	13835000	0.0
215009	chr6	13830001	13840000	0.0
215010	chr6	13835001	13845000	0.0
215011	chr6	13840001	13850000	0.0
215012	chr6	13845001	13855000	0.0
215013	chr6	13850001	13860000	0.0
215014	chr6	13855001	13865000	0.0
215015	chr6	13860001	13870000	0.0
215016	chr6	13865001	13875000	0.0
215017	chr6	13870001	13880000	0.0
215018	chr6	13875001	13885000	0.0
215019	chr6	13880001	13890000	0.0
215020	chr6	13885001	13895000	0.0
215021	chr6	13890001	13900000	0.0
215022	chr6	13895001	13905000	0.0
215023	chr6	13900001	13910000	0.0
215024	chr6	13905001	13915000	0.0
215025	chr6	13910001	13920000	0.0
215026	chr6	13915001	13925000	0.0
215027	chr6	13920001	13930000	0.0
215028	chr6	13925001	13935000	0.0
215029	chr6	13930001	13940000	0.0
215030	chr6	13935001	13945000	0.0
215031	chr6	13940001	13950000	0.0
215032	chr6	13945001	13955000	0.0
215033	chr6	13950001	13960000	0.0
215034	chr6	13955001	13965000	0.0
215035	chr6	13960001	13970000	0.0
215036	chr6	13965001	13975000	0.0
215037	chr6	13970001	13980000	0.0
215038	chr6	13975001	13985000	0.0
215039	chr6	13980001	13990000	0.0
215040	chr6	13985001	13995000	0.0
215041	chr6	13990001	14000000	0.0
215042	chr6	13995001	14005000	0.0
215043	chr6	14000001	14010000	0.0
215044	chr6	14005001	14015000	0.0
215045	chr6	14010001	14020000	0.0
215046	chr6	14015001	14025000	0.0
215047	chr6	14020001	14030000	0.0
215048	chr6	14025001	14035000	0.0
215049	chr6	14030001	14040000	0.0
215050	chr6	14035001	14045000	0.0
